"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200436 - control",-8.96666666666667,5.57797421079519,48,-26.4050627835612,8.47172945022784,-1.60751310920607,0.718956981701787
"2","200499 - control",-6.53333333333333,5.57797421079519,48,-23.9717294502279,10.9050627835612,-1.17127349220963,0.922112541977889
"3","200544 - control",-3.5,5.5779742107952,48,-20.9383961168945,13.9383961168945,-0.627467942255157,0.997224133683308
"4","200647 - control",-11.4333333333333,5.57797421079519,48,-28.8717294502279,6.00506278356118,-2.04972861136685,0.437253630452765
"5","200649 - control",-2.56666666666666,5.57797421079519,48,-20.0050627835612,14.8717294502279,-0.460143157653782,0.999569207695816
"6","200650 - control",-6.13333333333333,5.5779742107952,48,-23.5717294502279,11.3050627835612,-1.09956287023761,0.942154089689456
"7","200776 - control",1.70000000000002,5.5779742107952,48,-15.7383961168945,19.1383961168945,0.30477014338108,0.999966874406023
"8","200801 - control",-8,5.57797421079519,48,-25.4383961168945,9.43839611689452,-1.43421243944036,0.815045718097341
"9","200820 - control",-8.23333333333333,5.5779742107952,48,-25.6717294502279,9.2050627835612,-1.4760436355907,0.793437844239964
"10","200879 - control",-1.09999999999999,5.5779742107952,48,-18.5383961168945,16.3383961168945,-0.197204210423048,0.999997913275927
"11","200886 - control",-6.26666666666663,5.5779742107952,48,-23.7050627835612,11.1717294502279,-1.12346641089494,0.935904306817597
"12","200887 - control",-7.19999999999999,5.5779742107952,48,-24.6383961168945,10.2383961168945,-1.29079119549632,0.879918200776492
"13","200903 - control",-11.5666666666667,5.57797421079519,48,-29.0050627835612,5.87172945022786,-2.07363215202419,0.422551119761407
"14","200989 - control",-5.7,5.57797421079519,48,-23.1383961168945,11.7383961168945,-1.02187636310126,0.959610946844457
"15","201010 - control",-2.46666666666666,5.57797421079519,48,-19.9050627835612,14.9717294502279,-0.442215502160778,0.999662458493398
"16","201013 - control",-7.66666666666666,5.57797421079519,48,-25.1050627835612,9.77172945022786,-1.37445358779701,0.843881853531603
"17","201020 - control",-3.23333333333333,7.88844677947392,48,-27.8949496278799,21.4282829612132,-0.409882125559445,0.999788731199428
"18","201036 - control",-12.4666666666667,5.57797421079519,48,-29.9050627835612,4.97172945022785,-2.23498105146123,0.329175645218566
"19","201059 - control",-6.33333333333333,5.57797421079519,48,-23.7717294502278,11.1050627835612,-1.13541818122362,0.932619108414944
"20","201257 - control",-9.86666666666667,5.5779742107952,48,-27.3050627835612,7.57172945022787,-1.76886200864311,0.617908775902537
"21","201444 - control",-3.63333333333333,5.57797421079519,48,-21.0717294502278,13.8050627835612,-0.651371482912497,0.996546660679625
"22","201445 - control",-5.76666666666666,5.57797421079519,48,-23.2050627835612,11.6717294502279,-1.03382813342993,0.957200497892121
"23","201615 - control",-8.36666666666666,5.5779742107952,48,-25.8050627835612,9.07172945022786,-1.49994717624804,0.780600318359422
"24","201949 - control",-6.13333333333333,5.57797421079519,48,-23.5717294502278,11.3050627835612,-1.09956287023761,0.942154089689455
