"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200267 - Control",-0.833333333333333,1.04413979917821,39,-4.0863556042428,2.41968893757613,-0.798105133037937,0.984568715298737
"2","200302 - Control",0.166666666666668,1.04413979917821,39,-3.0863556042428,3.41968893757613,0.159621026607589,0.999998471104159
"3","200315 - Control",0.100000000000002,1.04413979917821,39,-3.15302227090946,3.35302227090947,0.0957726159645542,0.999999927801529
"4","200327 - Control",-1.23333333333333,1.04413979917821,39,-4.4863556042428,2.01968893757613,-1.18119559689615,0.901760988129576
"5","200440 - Control",-0.899999999999999,1.04413979917821,39,-4.15302227090947,2.35302227090947,-0.861953543680971,0.977230512704531
"6","200508 - Control",-0.933333333333333,1.04413979917821,39,-4.1863556042428,2.31968893757613,-0.893877749002489,0.972737549262844
"7","200514 - Control",1.20000000000001,1.04413979917821,39,-2.05302227090946,4.45302227090947,1.14927139157463,0.9126233593443
"8","200593 - Control",-0.966666666666663,1.04413979917821,39,-4.21968893757613,2.2863556042428,-0.925801954324004,0.967643592156896
"9","200624 - Control",1.21666666666666,1.16738378448773,39,-2.42032279837048,4.8536561317038,1.04221652110797,0.943443222901268
"10","200735 - Control",1,1.04413979917821,39,-2.25302227090946,4.25302227090947,0.957726159645526,0.961912988051802
"11","200931 - Control",1.26666666666666,1.04413979917821,39,-1.9863556042428,4.51968893757613,1.21311980221766,0.890125271408535
"12","200994 - Control",-1.13333333333333,1.04413979917821,39,-4.3863556042428,2.11968893757613,-1.08542298093159,0.93203294954241
"13","201024 - Control",-1.4,1.04413979917821,39,-4.65302227090947,1.85302227090947,-1.34081662350373,0.836033347184393
"14","201058 - Control",0.800000000000001,1.04413979917821,39,-2.45302227090947,4.05302227090947,0.76618092771642,0.987496103156735
"15","201075 - Control",-1.73333333333333,1.47663666501135,39,-6.33380154755522,2.86713488088856,-1.17383874747551,0.90433285414081
"16","201258 - Control",-0.866666666666666,1.04413979917821,39,-4.11968893757613,2.3863556042428,-0.830029338359454,0.981160782723599
"17","201297 - Control",-1.03333333333333,1.47663666501135,39,-5.63380154755522,3.56713488088855,-0.699788484071938,0.992230965911828
"18","201443 - Control",0.833333333333335,1.04413979917821,39,-2.41968893757613,4.0863556042428,0.798105133037938,0.984568715298737
"19","201947 - Control",-0.533333333333333,1.04413979917821,39,-3.7863556042428,2.71968893757613,-0.510787285144279,0.998617525123993
"20","201997 - Control",-0.933333333333333,1.04413979917821,39,-4.1863556042428,2.31968893757613,-0.893877749002489,0.972737549262844
"21","202001 - Control",-1.5,1.04413979917821,39,-4.75302227090947,1.75302227090947,-1.43658923946829,0.788110161672996
