"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200279 - control",16,20.7759931334462,62,-49.7214458756196,81.7214458756197,0.770119623029837,0.995327689735806
"2","200328 - control",8.33333333333339,20.7759931334462,62,-57.3881125422862,74.054779208953,0.401103970328042,0.999941919217871
"3","200443 - control",1.3666666666667,20.7759931334462,62,-64.354779208953,67.0881125422864,0.0657810511338001,0.999999999868561
"4","200498 - control",-1.00000000000012,20.7759931334462,62,-66.7214458756198,64.7214458756196,-0.0481324764393702,0.999999999986412
"5","200505 - control",11.1333333333333,20.7759931334462,62,-54.5881125422863,76.8547792089529,0.535874904358261,0.999570848449799
"6","200539 - control",41.8666666666667,20.7759931334462,62,-23.854779208953,107.588112542286,2.01514634692807,0.505590071575039
"7","200566 - control",10,20.7759931334462,62,-55.7214458756196,75.7214458756197,0.481324764393647,0.999794062187581
"8","200596 - control",3.36666666666684,20.7759931334462,62,-62.3547792089527,69.0881125422864,0.162046004012536,0.999999910012787
"9","200621 - control",14.3333333333334,20.7759931334462,62,-51.3881125422863,80.054779208953,0.689898828964228,0.997692616771416
"10","200662 - control",0.333333333333362,20.7759931334462,62,-65.3881125422863,66.054779208953,0.0160441588131229,1
"11","200723 - control",-12.8333333333333,20.7759931334462,62,-78.5547792089528,52.8881125422863,-0.617700114305178,0.998884465223106
"12","200810 - control",60.9,20.7759931334462,62,-4.82144587561965,126.62144587562,2.93126781515731,0.0895691360594165
"13","200926 - control",34.9666666666667,20.7759931334462,62,-30.754779208953,100.688112542286,1.68303225949645,0.721729230108374
"14","200955 - control",18.2333333333334,20.7759931334462,62,-47.4881125422863,83.9547792089531,0.87761548707775,0.989499124488047
"15","201090 - control",12.8,20.7759931334462,62,-52.9214458756197,78.5214458756196,0.616095698423867,0.998903582987163
"16","201187 - control",4.90000000000001,20.7759931334462,62,-60.8214458756196,70.6214458756196,0.235849134552887,0.999998659687565
"17","201303 - control",-4.53333333333331,20.7759931334462,62,-70.254779208953,61.1881125422864,-0.218200559858452,0.99999923297149
"18","201809 - control",62.0666666666666,20.7759931334462,62,-3.65477920895304,127.788112542286,2.98742237100323,0.0781381938243381
"19","201831 - control",42.3666666666667,20.7759931334462,62,-23.354779208953,108.088112542286,2.03921258514775,0.489774402149741
"20","201862 - control",12.4,20.7759931334462,62,-53.3214458756196,78.1214458756197,0.596842707848122,0.999112729927996
"21","201864 - control",65.4333333333333,20.7759931334462,62,-0.288112542286342,131.154779208953,3.14946837501576,0.0518420521286139
"22","201866 - control",14.7666666666667,20.7759931334462,62,-50.954779208953,80.4881125422863,0.710756235421285,0.997201618772156
"23","201867 - control",38.2666666666666,20.7759931334462,62,-27.454779208953,103.988112542286,1.84186943174635,0.620549481745596
"24","201873 - control",70.4333333333333,20.7759931334462,62,4.71188745771367,136.154779208953,3.39013075721258,0.0270469180493182
"25","201878 - control",7.06666666666668,20.7759931334462,62,-58.654779208953,72.7881125422863,0.340136166838177,0.999981790726597
"26","201882 - control",13.3,23.5577618877789,62,-61.2211149673491,87.8211149673491,0.564569761056107,0.999389125017198
"27","201883 - control",6.79999999999999,20.7759931334462,62,-58.9214458756197,72.5214458756196,0.327300839787679,0.999986130393214
"28","201884 - control",12.0333333333334,20.7759931334462,62,-53.6881125422863,77.754779208953,0.57919413315369,0.999274389620804
"29","201886 - control",13.6,20.7759931334462,62,-52.1214458756197,79.3214458756197,0.65460167957536,0.998363054729581
"30","201894 - control",1.50000000000002,20.7759931334462,62,-64.2214458756197,67.2214458756197,0.072198714659048,0.999999999741756
