"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200443 - Control",-21.3999999999999,8.56357841579364,49,-48.1480867564019,5.34808675640205,-2.49895533863885,0.204144443907033
"2","200470 - Control",-17.8666666666667,8.56357841579364,49,-44.6147534230686,8.8814200897353,-2.08635523599755,0.414479599396382
"3","200505 - Control",-21.1,8.56357841579365,49,-47.848086756402,5.64808675640199,-2.46392325445233,0.218455773275057
"4","200567 - Control",-20.3,8.56357841579364,49,-47.048086756402,6.44808675640197,-2.37050436328826,0.259992678841512
"5","200634 - Control",-24.8666666666667,8.56357841579364,49,-51.6147534230686,1.8814200897353,-2.90377053368316,0.0853260697537696
"6","200648 - Control",-16.1333333333333,9.57437173418226,49,-46.0386034610216,13.771936794355,-1.68505399427248,0.671306202554235
"7","200669 - Control",-17.2333333333334,8.56357841579364,49,-43.9814200897353,9.51475342306859,-2.012398613826,0.460293079202457
"8","200723 - Control",-21.4,8.56357841579365,49,-48.148086756402,5.34808675640198,-2.49895533863886,0.20414444390703
"9","200926 - Control",-21.6333333333333,8.56357841579364,49,-48.3814200897353,5.11475342306863,-2.52620251522838,0.193488560760129
"10","201019 - Control",-23.5,8.56357841579364,49,-50.248086756402,3.24808675640197,-2.74417992794454,0.12261470129192
"11","201079 - Control",-6.59999999999998,8.56357841579364,49,-33.348086756402,20.148086756402,-0.77070585210357,0.990996729024832
"12","201263 - Control",-13.3333333333333,8.56357841579364,49,-40.0814200897353,13.4147534230686,-1.55698151940116,0.748676211609811
"13","201290 - Control",-18,8.56357841579364,49,-44.748086756402,8.74808675640196,-2.10192505119156,0.405067953176059
"14","201302 - Control",-15.3666666666667,8.56357841579364,49,-42.1147534230686,11.3814200897353,-1.79442120110983,0.601250315067598
"15","201350 - Control",-10.6,8.56357841579364,49,-37.348086756402,16.148086756402,-1.23780030792392,0.900070159164949
"16","201453 - Control",-24.8,8.56357841579364,49,-51.548086756402,1.94808675640197,-2.89598562608615,0.0868940130863483
"17","201812 - Control",-14.5,8.56357841579364,49,-41.248086756402,12.248086756402,-1.69321740234876,0.666171009703602
"18","201826 - Control",-17.9,8.56357841579364,49,-44.648086756402,8.84808675640197,-2.09024768979605,0.412118353933684
"19","201838 - Control",-21,8.56357841579364,49,-47.748086756402,5.74808675640196,-2.45224589305682,0.22337957058727
"20","201849 - Control",-23.8666666666667,8.56357841579364,49,-50.6147534230686,2.8814200897353,-2.78699691972807,0.11150070177159
"21","201853 - Control",-30.3666666666667,8.56357841579364,49,-57.1147534230686,-3.6185799102647,-3.54602541043614,0.0161997629488027
"22","201862 - Control",-17.4666666666667,8.56357841579365,49,-44.2147534230687,9.28142008973529,-2.03964579041552,0.443218238089273
"23","201877 - Control",-13.1,8.56357841579364,49,-39.848086756402,13.648086756402,-1.52973434281164,0.764172699448346
"24","201884 - Control",-27.4333333333333,8.56357841579365,49,-54.1814200897353,-0.685246576931352,-3.20348947616788,0.0407728585023448
