"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200443 - Control",-90.8,95.0615991961179,49,-387.722125196004,206.122125196004,-0.955170129346068,0.971385364313913
"2","200470 - Control",-29.9333333333336,95.0615991961179,49,-326.855458529337,266.98879186267,-0.314883544843163,0.999959419246392
"3","200505 - Control",1.56666666666671,95.0615991961179,49,-295.355458529337,298.48879186267,0.0164805418793195,1
"4","200567 - Control",19.8999999999998,95.0615991961179,49,-277.022125196004,316.822125196003,0.209337946850073,0.999996953634068
"5","200634 - Control",-51.2000000000001,95.0615991961179,49,-348.122125196003,245.722125196003,-0.538598134609238,0.998882150213471
"6","200648 - Control",14.6499999999997,106.282098926179,49,-317.319027980983,346.619027980983,0.137840710223226,0.999999789976219
"7","200669 - Control",57.6333333333328,95.0615991961178,49,-239.288791862671,354.555458529336,0.606273551262605,0.997737037491081
"8","200723 - Control",-5.6666666666664,95.061599196118,49,-302.58879186267,291.255458529337,-0.0596104706273215,0.999999999043571
"9","200926 - Control",-89.3333333333332,95.0615991961178,49,-386.255458529337,207.58879186267,-0.939741536948407,0.97370263411298
"10","201019 - Control",-40.9,95.0615991961179,49,-337.822125196004,256.022125196003,-0.430247337998394,0.999715643348941
"11","201079 - Control",60.2666666666669,95.0615991961179,49,-236.655458529337,357.18879186267,0.633974887612957,0.997057572018719
"12","201263 - Control",62.5,95.0615991961179,49,-234.422125196003,359.422125196003,0.657468426036665,0.996362117519463
"13","201290 - Control",-56.5,95.0615991961179,49,-353.422125196003,240.422125196003,-0.594351457137146,0.997987701406614
"14","201302 - Control",-57.1333333333334,95.0615991961179,49,-354.055458529337,239.78879186267,-0.601013803854318,0.99785053455821
"15","201350 - Control",99.9,95.0615991961179,49,-197.022125196003,396.822125196003,1.05089753217701,0.953644010617272
"16","201453 - Control",19.8666666666667,95.0615991961179,49,-277.055458529337,316.78879186267,0.208987297022855,0.999996986038797
"17","201812 - Control",-43.9666666666667,95.0615991961179,49,-340.88879186267,252.955458529337,-0.462507122102594,0.999556563012839
"18","201826 - Control",13.2333333333333,95.0615991961179,49,-283.68879186267,310.155458529337,0.139207981406163,0.999999776244116
"19","201838 - Control",-47.3,95.0615991961179,49,-344.222125196004,249.622125196003,-0.497572104824549,0.999307506221899
"20","201849 - Control",-104.2,95.0615991961178,49,-401.122125196003,192.722125196003,-1.09613135988833,0.94307950530382
"21","201853 - Control",-91.5,95.0615991961179,49,-388.422125196003,205.422125196003,-0.962533775717679,0.970229074710738
"22","201862 - Control",-16.2666666666667,95.061599196118,49,-313.18879186267,280.655458529337,-0.171117115683143,0.999999160081252
"23","201877 - Control",3.76666666666659,95.0615991961179,49,-293.155458529337,300.68879186267,0.039623430475809,0.999999999931157
"24","201884 - Control",-84.933333333333,95.061599196118,49,-381.855458529337,211.988791862671,-0.893455759755422,0.979837813600724
