"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200271 - control",-35.1666666666665,11.1863366203654,70,-70.928172958702,0.594839625369104,-3.14371611190777,0.0575393724917806
"2","200276 - control",-37.8666666666667,11.1863366203654,70,-73.6281729587022,-2.10516037463108,-3.38508199348554,0.0298077286835141
"3","200278 - control",-29.3666666666668,11.1863366203653,70,-65.1281729587024,6.39483962536872,-2.6252264403704,0.194951758413757
"4","200308 - control",-46.9666666666667,11.1863366203654,70,-82.7281729587023,-11.2051603746311,-4.19857440917353,0.00234485663095996
"5","200317 - control",-26.0333333333333,11.1863366203654,70,-61.7948396253689,9.72817295870234,-2.3272438705213,0.341426480025412
"6","200432 - control",12.2666666666665,11.1863366203653,70,-23.494839625369,48.0281729587021,1.0965758570446,0.972064846917579
"7","200437 - control",-34.5333333333333,11.1863366203653,70,-70.2948396253688,1.22817295870222,-3.08709942363646,0.0666275302041719
"8","200464 - control",-8.19999999999999,11.1863366203654,70,-43.9615062920356,27.5615062920356,-0.733037121828735,0.997979108607685
"9","200465 - control",-33.2666666666667,11.1863366203653,70,-69.0281729587022,2.49483962536883,-2.97386604709382,0.0885103091528915
"10","200509 - control",-36.3666666666666,11.1863366203654,70,-72.1281729587022,-0.60516037463109,-3.25098983705345,0.0432279928895654
"11","200542 - control",-44.5666666666667,11.1863366203654,70,-80.3281729587023,-8.80516037463109,-3.98402695888219,0.00478408856046908
"12","200559 - control",-37.0333333333333,11.1863366203654,70,-72.7948396253689,-1.27182704129774,-3.31058635102327,0.0367148165922559
"13","200646 - control",-30.7166666666666,12.5067045511661,70,-70.6992461900556,9.26591285672239,-2.45601601453059,0.27176570512941
"14","200651 - control",-48.9666666666667,11.1863366203654,70,-84.7281729587022,-13.2051603746311,-4.37736395108297,0.00126901440320148
"15","200785 - control",-28.9333333333333,11.1863366203654,70,-64.6948396253689,6.82817295870221,-2.58648870629001,0.211014049277471
"16","200790 - control",-39.8666666666666,11.1863366203654,70,-75.6281729587022,-4.10516037463108,-3.56387153539499,0.0177456043629183
"17","200791 - control",2.30000000000003,11.1863366203654,70,-33.4615062920355,38.0615062920356,0.205607973195868,0.999999861497582
"18","200891 - control",-48.4333333333333,11.1863366203653,70,-84.1948396253688,-12.6718270412977,-4.32968673990712,0.00149724736640144
"19","200892 - control",-43.3333333333333,11.1863366203653,70,-79.0948396253688,-7.57182704129779,-3.87377340803803,0.00682654580574649
"20","200944 - control",-12.2333333333333,11.1863366203654,70,-47.9948396253689,23.5281729587022,-1.09359603134612,0.972514731293289
"21","200993 - control",-36.6666666666666,11.1863366203654,70,-72.4281729587022,-0.905160374631087,-3.27780826833987,0.0401805384565985
"22","201007 - control",-50.0666666666666,11.1863366203653,70,-85.8281729587022,-14.3051603746311,-4.47569819913317,0.000898964537609848
"23","201028 - control",-31.8666666666667,11.1863366203654,70,-67.6281729587023,3.89483962536892,-2.8487133677572,0.119328454017924
"24","201044 - control",-38.7,11.1863366203654,70,-74.4615062920356,-2.93849370796443,-3.45957763594781,0.0240891070470397
"25","201054 - control",-44.6,11.1863366203653,70,-80.3615062920355,-8.83849370796444,-3.98700678458068,0.00473783557975238
"26","201070 - control",-50.5166666666667,12.5067045511661,70,-90.4992461900557,-10.5340871432776,-4.03916686925786,0.00399338804594596
"27","201082 - control",-40.6,11.1863366203654,70,-76.3615062920355,-4.83849370796443,-3.62942770076179,0.0145818623457548
"28","201107 - control",-42.4,11.1863366203653,70,-78.1615062920355,-6.63849370796444,-3.79033828848029,0.00888712160223426
"29","201248 - control",-33.4666666666667,11.1863366203654,70,-69.2281729587022,2.2948396253689,-2.99174500128476,0.0847004929009029
"30","201293 - control",-24.1,11.1863366203654,70,-59.8615062920355,11.6615062920356,-2.15441398000884,0.447626846229997
"31","201461 - control",-25.6333333333333,11.1863366203654,70,-61.3948396253689,10.1281729587022,-2.29148596213942,0.362330558835234
"32","201620 - control",-43.1666666666667,11.1863366203654,70,-78.9281729587022,-7.40516037463108,-3.85887427954557,0.00715822659662624
"33","201653 - control",-42.6333333333333,11.1863366203654,70,-78.3948396253689,-6.87182704129777,-3.81119706836972,0.00832359220474654
"34","201842 - control",-34.6,11.1863366203654,70,-70.3615062920355,1.16150629203558,-3.09305907503344,0.0656163079956402
"35","201995 - control",-49.4,11.1863366203654,70,-85.1615062920355,-13.6384937079644,-4.41610168516335,0.00110849804180435
