"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200271 - control",-1.43333333333332,0.908015453333292,70,-4.33616036685267,1.46949370018603,-1.57853407458166,0.812627352056623
"2","200276 - control",-1.83333333333333,0.908015453333292,70,-4.73616036685269,1.06949370018602,-2.01905521167424,0.537316792603448
"3","200278 - control",-1.36666666666668,0.908015453333291,70,-4.26949370018602,1.53616036685267,-1.50511388506626,0.848731055947535
"4","200308 - control",-2.4,0.908015453333292,70,-5.30282703351935,0.502827033519353,-2.64312682255537,0.187833879333588
"5","200317 - control",-0.966666666666662,0.908015453333293,70,-3.86949370018602,1.93616036685269,-1.06459274797369,0.976618581407023
"6","200432 - control",1.39999999999999,0.908015453333291,70,-1.50282703351935,4.30282703351934,1.54182397982396,0.831181199493859
"7","200437 - control",-1.36666666666666,0.908015453333291,70,-4.26949370018601,1.53616036685268,-1.50511388506625,0.84873105594754
"8","200464 - control",-0.500000000000004,0.908015453333292,70,-3.40282703351935,2.40282703351935,-0.550651421365707,0.999740769616381
"9","200465 - control",-1.53333333333334,0.908015453333291,70,-4.43616036685268,1.36949370018601,-1.68866435885483,0.751490456241529
"10","200509 - control",-1.66666666666667,0.908015453333292,70,-4.56949370018602,1.23616036685268,-1.83550473788567,0.659909406605563
"11","200542 - control",-2.3,0.908015453333292,70,-5.20282703351935,0.602827033519351,-2.53299653828223,0.234683532570206
"12","200559 - control",-1.53333333333333,0.908015453333292,70,-4.43616036685268,1.36949370018602,-1.68866435885482,0.751490456241532
"13","200646 - control",-1.41666666666667,1.01519213913677,70,-4.66212595360333,1.82879262027,-1.395466544758,0.894819229860301
"14","200651 - control",-2.96666666666667,0.908015453333292,70,-5.86949370018602,-0.0638396331473152,-3.2671984334365,0.0413627213807558
"15","200785 - control",-1.26666666666667,0.908015453333292,70,-4.16949370018602,1.63616036685268,-1.39498360079311,0.895000650005289
"16","200790 - control",-2.1,0.908015453333292,70,-5.00282703351935,0.802827033519352,-2.31273596973595,0.349831781221896
"17","200791 - control",0.266666666666668,0.908015453333292,70,-2.63616036685268,3.16949370018602,0.29368075806171,0.999997787892266
"18","200891 - control",-2.5,0.908015453333291,70,-5.40282703351934,0.402827033519354,-2.75325710682851,0.148186090154235
"19","200892 - control",-2.16666666666667,0.908015453333291,70,-5.06949370018602,0.736160366852681,-2.38615615925138,0.308419670104446
"20","200944 - control",-0.633333333333334,0.908015453333292,70,-3.53616036685268,2.26949370018602,-0.697491800396558,0.998573654727291
"21","200993 - control",-1.46666666666667,0.908015453333292,70,-4.36949370018602,1.43616036685268,-1.61524416933939,0.793119933274115
"22","201007 - control",-2.53333333333333,0.908015453333291,70,-5.43616036685268,0.36949370018602,-2.78996720158622,0.136505409683354
"23","201028 - control",-1.3,0.908015453333292,70,-4.20282703351936,1.60282703351935,-1.43169369555083,0.880666029992525
"24","201044 - control",-1.66666666666667,0.908015453333292,70,-4.56949370018602,1.23616036685268,-1.83550473788567,0.659909406605563
"25","201054 - control",-2.33333333333333,0.908015453333292,70,-5.23616036685268,0.569493700186018,-2.56970663303994,0.218253648253599
"26","201070 - control",-2.86666666666666,1.01519213913677,70,-6.11212595360333,0.378792620270003,-2.82376759645148,0.126399413545166
"27","201082 - control",-2.26666666666667,0.908015453333292,70,-5.16949370018602,0.636160366852684,-2.49628644352452,0.25192589772214
"28","201107 - control",-2.53333333333333,0.908015453333291,70,-5.43616036685268,0.369493700186018,-2.78996720158623,0.136505409683354
"29","201248 - control",-1.6,0.908015453333292,70,-4.50282703351935,1.30282703351935,-1.76208454837025,0.706862521320912
"30","201293 - control",-1.3,0.908015453333292,70,-4.20282703351935,1.60282703351935,-1.43169369555083,0.880666029992527
"31","201461 - control",-1.06666666666667,0.908015453333292,70,-3.96949370018602,1.83616036685268,-1.17472303224683,0.958239026096622
"32","201620 - control",-2.26666666666667,0.908015453333292,70,-5.16949370018602,0.636160366852685,-2.49628644352452,0.25192589772214
"33","201653 - control",-2.36666666666667,0.908015453333292,70,-5.26949370018602,0.536160366852684,-2.60641672779766,0.202638200374899
"34","201842 - control",-1.56666666666667,0.908015453333292,70,-4.46949370018602,1.33616036685268,-1.72537445361253,0.729511279059284
"35","201995 - control",-2.96666666666667,0.908015453333292,70,-5.86949370018602,-0.0638396331473161,-3.2671984334365,0.0413627213807558
