"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200444 - control",140.400000000001,114.2058351798,49,-214.795396966789,495.59539696679,1.22935925103093,0.897425776792593
"2","200533 - control",63.5666666666667,114.2058351798,49,-291.628730300123,418.762063633456,0.556597362705597,0.998411661399114
"3","200556 - control",4.69999999999999,114.2058351798,49,-350.49539696679,359.89539696679,0.0411537641014624,0.99999999985096
"4","200715 - control",40.5666666666667,114.2058351798,49,-314.628730300123,395.762063633456,0.355206602209078,0.999892659192152
"5","200808 - control",136.466666666667,114.2058351798,49,-218.728730300123,491.662063633456,1.19491851227934,0.909489417174423
"6","201084 - control",132.933333333333,114.2058351798,49,-222.262063633456,488.128730300123,1.1639802215364,0.919543010385355
"7","201085 - control",192.733333333333,114.2058351798,49,-162.462063633456,547.928730300123,1.68759619882735,0.660149003502044
"8","201815 - control",229.066666666667,114.2058351798,49,-126.128730300123,584.262063633456,2.00573522627837,0.455230462915244
"9","201818 - control",22.1000000000001,114.2058351798,49,-333.09539696679,377.29539696679,0.193510252477091,0.999997501867522
"10","201823 - control",168.166666666667,114.2058351798,49,-187.028730300123,523.362063633456,1.47248751696368,0.787135248920388
"11","201868 - control",156.866666666667,114.2058351798,49,-198.328730300123,512.062063633456,1.37354336071973,0.837096168393741
"12","201870 - control",129.633333333333,161.51144101342,49,-372.688814349596,631.955481016263,0.802626318729719,0.987460789962442
"13","201874 - control",14.9000000000001,114.2058351798,49,-340.29539696679,370.09539696679,0.130466188321659,0.999999788374052
"14","201880 - control",129.8,98.9051545261254,49,-177.808237080538,437.408237080538,1.31236840609469,0.864595034021298
"15","201887 - control",-44.866666666667,114.2058351798,49,-400.062063633457,310.328730300123,-0.392857918301907,0.999801687041589
"16","201888 - control",68.0666666666667,114.2058351798,49,-287.128730300123,423.262063633456,0.595999902802741,0.997635570516141
"17","201895 - control",80.3,114.2058351798,49,-274.89539696679,435.49539696679,0.703116437733498,0.993941608951946
"18","201899 - control",157.166666666667,114.2058351798,49,-198.028730300123,512.362063633456,1.37617019672621,0.835855001625498
"19","201909 - control",117.533333333333,114.2058351798,49,-237.662063633456,472.728730300123,1.02913597320395,0.954914995032246
"20","201910 - control",37.8333333333333,114.2058351798,49,-317.362063633456,393.028730300123,0.331273207483403,0.999929982582842
"21","201917 - control",64.1,114.2058351798,49,-291.09539696679,419.29539696679,0.561267293383776,0.998332178972635
"22","201933 - control",119,114.2058351798,49,-236.19539696679,474.195396966789,1.04197828256894,0.952117759912838
"23","201990 - control",123.133333333333,114.2058351798,49,-232.062063633456,478.328730300123,1.07817024532484,0.943603808867943
