"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200272 - control",-316.699999999999,104.675605229905,72,-651.92097663651,18.5209766365111,-3.02553779655167,0.0791048258876761
"2","200281 - control",-347.866666666667,117.03088444,72,-722.655112288219,26.9217789548858,-2.9724347408911,0.090239222182024
"3","200434 - control",-326.166666666666,104.675605229905,72,-661.387643303176,9.0543099698441,-3.1159759329816,0.0628051574515437
"4","200442 - control",-421.433333333333,104.675605229905,72,-756.654309969844,-86.2123566968228,-4.02608929184326,0.00419295870282932
"5","200497 - control",-418.016666666666,117.03088444,72,-792.805112288219,-43.2282210451131,-3.57184916329481,0.0175367366053044
"6","200520 - control",-356.666666666666,104.675605229905,72,-691.887643303177,-21.4456900301561,-3.40735232323997,0.0283609430950329
"7","200521 - control",-495.566666666667,104.675605229905,72,-830.787643303177,-160.345690030156,-4.7343090644494,0.000352066227574332
"8","200557 - control",-465.633333333332,104.675605229905,72,-800.854309969843,-130.412356696822,-4.44834622461113,0.000987702727348716
"9","200574 - control",-393.366666666666,104.675605229905,72,-728.587643303177,-58.1456900301557,-3.75795932397709,0.00992833251587288
"10","200641 - control",-388.066666666667,104.675605229905,72,-723.287643303178,-52.8456900301566,-3.70732670534203,0.0116193867338219
"11","200656 - control",-359.533333333333,104.675605229905,72,-694.754309969843,-24.3123566968226,-3.43473851948283,0.0262193321412291
"12","200798 - control",-509.566666666667,104.675605229905,72,-844.787643303177,-174.345690030156,-4.86805560424013,0.000214584954438268
"13","200815 - control",-544.333333333332,104.675605229905,72,-879.554309969842,-209.112356696822,-5.20019284472043,6.08521098991455e-05
"14","200818 - control",-421.4,104.675605229905,72,-756.62097663651,-86.1790233634895,-4.02577084770091,0.00419736916309643
"15","200855 - control",-436.233333333333,104.675605229905,72,-771.454309969843,-101.012356696823,-4.1674784910506,0.00261313570386801
"16","200909 - control",-486.033333333333,104.675605229905,72,-821.254309969843,-150.812356696823,-4.64323403973476,0.000491029935053122
"17","200912 - control",-373.366666666666,104.675605229905,72,-708.587643303177,-38.1456900301558,-3.56689283856176,0.017798149669097
"18","200945 - control",-382.066666666666,104.675605229905,72,-717.287643303177,-46.8456900301561,-3.65000675971743,0.0138529291032766
"19","201008 - control",-474.5,104.675605229905,72,-809.720976636511,-139.27902336349,-4.5330523664786,0.000730606958783131
"20","201021 - control",-441.5,104.675605229905,72,-776.72097663651,-106.27902336349,-4.21779266554331,0.00220218181641796
"21","201071 - control",-426.933333333333,104.675605229905,72,-762.154309969843,-91.7123566968226,-4.07863257533248,0.00352219884753224
"22","201081 - control",-429.1,104.675605229905,72,-764.32097663651,-93.8790233634895,-4.09933144458581,0.0032869272659044
"23","201441 - control",-349.433333333333,104.675605229905,72,-684.654309969843,-14.2123566968227,-3.33824994434809,0.0344784776792617
"24","201450 - control",-418.4,104.675605229905,72,-753.62097663651,-83.1790233634894,-3.99711087488861,0.00461272262753976
"25","201614 - control",-493.566666666667,104.675605229905,72,-828.787643303177,-158.345690030156,-4.71520241590787,0.000377632278978801
"26","201648 - control",-335.933333333333,104.675605229905,72,-671.154309969843,-0.712356696822781,-3.20928006669275,0.0490960636680151
"27","201649 - control",-420.9,104.675605229905,72,-756.12097663651,-85.6790233634898,-4.02099418556553,0.00426405334245761
"28","201721 - control",-441.4,104.675605229905,72,-776.62097663651,-106.179023363489,-4.21683733311623,0.00220937753422612
"29","201726 - control",-510.933333333333,104.675605229905,72,-846.154309969844,-175.712356696823,-4.88111181407684,0.000204378117722004
"30","201811 - control",-457,104.675605229905,72,-792.220976636511,-121.77902336349,-4.36586919174019,0.00132010880798217
"31","201828 - control",-462.433333333333,104.675605229905,72,-797.654309969843,-127.212356696823,-4.41777558694468,0.00110027244030941
"32","201839 - control",-455.433333333333,104.675605229905,72,-790.654309969843,-120.212356696823,-4.35090231704932,0.00139093477324048
"33","201903 - control",-278.933333333333,104.675605229905,72,-614.154309969843,56.2876433031773,-2.66474058325907,0.182373399431506
"34","201937 - control",-560.133333333333,104.675605229905,72,-895.354309969843,-224.912356696823,-5.35113536819854,3.38755706774663e-05
"35","201975 - control",-437.3,104.675605229905,72,-772.52097663651,-102.079023363489,-4.17766870360609,0.00252442803482211
"36","202005 - control",-450.066666666666,104.675605229905,72,-785.287643303177,-114.845690030156,-4.29963281012954,0.00166212259781029
