"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200267 - Control",1.66666666666666,5.41177359534686,39,-15.1937384674339,18.5270718007673,0.307970508614716,0.999925062631449
"2","200302 - Control",-0.666666666666675,5.41177359534686,39,-17.5270718007673,16.1937384674339,-0.123188203445888,0.999999674490595
"3","200315 - Control",3.76666666666667,5.41177359534686,39,-13.0937384674339,20.6270718007673,0.696013349469261,0.992451189936674
"4","200327 - Control",-6.20000000000001,5.41177359534686,39,-23.0604051341006,10.6604051341006,-1.14565029204675,0.913806566346307
"5","200440 - Control",0.499999999999996,5.41177359534686,39,-16.3604051341006,17.3604051341006,0.0923911525844144,0.999999941780701
"6","200508 - Control",2.83333333333333,5.41177359534686,39,-14.0270718007673,19.6937384674339,0.523549864645018,0.998412040724853
"7","200514 - Control",2.23333333333334,5.41177359534686,39,-14.6270718007673,19.0937384674339,0.412680481543721,0.999589435192443
"8","200593 - Control",-2.53333333333334,5.41177359534686,39,-19.3937384674339,14.3270718007673,-0.46811517309437,0.999155832273954
"9","200624 - Control",5.5,6.050546819017,39,-13.3505060040177,24.3505060040177,0.909008749872554,0.970400357429647
"10","200735 - Control",4,5.41177359534686,39,-12.8604051341006,20.8604051341006,0.739129220675319,0.989632202503808
"11","200931 - Control",7.90000000000002,5.41177359534686,39,-8.96040513410057,24.7604051341006,1.45978021083376,0.775664008759539
"12","200994 - Control",-2.86666666666667,5.41177359534686,39,-19.7270718007673,13.9937384674339,-0.529709274817313,0.998304525771838
"13","201024 - Control",-6.83333333333334,5.41177359534686,39,-23.6937384674339,10.0270718007673,-1.26267908532034,0.870544025889009
"14","201058 - Control",-0.666666666666663,5.41177359534686,39,-17.5270718007673,16.1937384674339,-0.123188203445886,0.999999674490595
"15","201075 - Control",-4.6,7.65340361503213,39,-28.44421360775,19.24421360775,-0.601039776729544,0.996584710401856
"16","201258 - Control",1.26666666666667,5.41177359534686,39,-15.5937384674339,18.1270718007673,0.234057586547186,0.999985127752947
"17","201297 - Control",5.2,7.65340361503213,39,-18.64421360775,29.04421360775,0.679436269346441,0.993362123396078
"18","201443 - Control",-2.83333333333333,5.41177359534686,39,-19.6937384674339,14.0270718007673,-0.523549864645019,0.998412040724853
"19","201947 - Control",0.799999999999999,5.41177359534686,39,-16.0604051341006,17.6604051341006,0.147825844135064,0.999999032826086
"20","201997 - Control",1.06666666666667,5.41177359534686,39,-15.7937384674339,17.9270718007673,0.197101125513419,0.999994633629632
"21","202001 - Control",-0.566666666666665,5.41177359534686,39,-17.4270718007673,16.2937384674339,-0.104709972929003,0.999999876850784
