"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200268 - control",-1.6,1.00917543310025,71,-4.83326783536492,1.63326783536492,-1.58545278404638,0.814372988700282
"2","200294 - control",-1.63333333333334,1.00917543310025,71,-4.86660116869825,1.59993450203158,-1.61848305038068,0.796910948796406
"3","200311 - control",-0.066666666666672,1.00917543310025,71,-3.29993450203159,3.16660116869824,-0.0660605326686042,0.999999999987288
"4","200319 - control",-1.83333333333333,1.00917543310025,71,-5.06660116869825,1.39993450203158,-1.81666464838647,0.678520661965899
"5","200458 - control",-1.63333333333334,1.00917543310025,71,-4.86660116869825,1.59993450203158,-1.61848305038068,0.796910948796406
"6","200471 - control",0.33333333333333,1.00917543310025,71,-2.89993450203159,3.56660116869825,0.330302663342991,0.999995471515047
"7","200527 - control",-1.9,1.00917543310025,71,-5.13326783536491,1.33326783536492,-1.88272518105507,0.635310586501551
"8","200545 - control",-1.6,1.00917543310025,71,-4.83326783536492,1.63326783536492,-1.58545278404638,0.814372988700283
"9","200553 - control",-1.8,1.00917543310025,71,-5.03326783536492,1.43326783536491,-1.78363438205217,0.699586753132484
"10","200561 - control",-0.633333333333334,1.00917543310025,71,-3.86660116869825,2.59993450203158,-0.627575060351691,0.999402206480743
"11","200577 - control",-2.3,1.00917543310025,71,-5.53326783536492,0.933267835364918,-2.27908837706666,0.37515287147915
"12","200587 - control",-1.76666666666667,1.00917543310025,71,-4.99993450203158,1.46660116869825,-1.75060411571787,0.720202362464992
"13","200589 - control",-1.7,1.00917543310025,71,-4.93326783536492,1.53326783536491,-1.68454358304927,0.759824885945525
"14","200660 - control",-2.23333333333334,1.00917543310025,71,-5.46660116869825,0.999934502031575,-2.21302784439807,0.416016480695782
"15","200663 - control",-2.83333333333334,1.00917543310025,71,-6.06660116869825,0.399934502031583,-2.80757263841545,0.133546563439745
"16","200738 - control",-0.933333333333335,1.00917543310025,71,-4.16660116869825,2.29993450203158,-0.924847457360387,0.991033105772147
"17","200775 - control",-2.5,1.00917543310025,71,-5.73326783536492,0.733267835364917,-2.47726997507246,0.265444407344887
"18","200800 - control",-2.16666666666667,1.00917543310025,71,-5.39993450203159,1.06660116869825,-2.14696731172946,0.458501009941934
"19","200814 - control",-1.03333333333333,1.00917543310025,71,-4.26660116869825,2.19993450203158,-1.02393825636328,0.98274759208653
"20","200874 - control",-1.63333333333333,1.00917543310025,71,-4.86660116869825,1.59993450203159,-1.61848305038067,0.796910948796408
"21","200910 - control",-0.350000000000001,1.12829243481748,71,-3.96490333466978,3.26490333466978,-0.31020326752135,0.999997227662876
"22","200915 - control",-2.8,1.00917543310025,71,-6.03326783536492,0.433267835364917,-2.77454237208116,0.143870620581696
"23","200951 - control",-2.33333333333333,1.00917543310025,71,-5.56660116869825,0.899934502031584,-2.31211864340096,0.355442439501616
"24","200973 - control",-2.2,1.00917543310025,71,-5.43326783536492,1.03326783536492,-2.17999757806376,0.437081115598763
"25","200984 - control",-0.666666666666669,1.00917543310025,71,-3.89993450203159,2.56660116869825,-0.660605326685992,0.999131707253622
"26","201103 - control",-0.666666666666669,1.00917543310025,71,-3.89993450203159,2.56660116869825,-0.660605326685991,0.999131707253622
"27","201155 - control",-2.6,1.12829243481748,71,-6.21490333466978,1.01490333466978,-2.30436713015859,0.360021581960416
"28","201186 - control",-2.13333333333333,1.00917543310025,71,-5.36660116869825,1.09993450203158,-2.11393704539517,0.480220853247436
"29","201238 - control",-1.46666666666667,1.00917543310025,71,-4.69993450203158,1.76660116869825,-1.45333171870918,0.876094014709359
"30","201291 - control",-2.15,1.12829243481748,71,-5.76490333466978,1.46490333466978,-1.90553435763114,0.62013797419004
"31","201292 - control",-2.1,1.00917543310025,71,-5.33326783536492,1.13326783536492,-2.08090677906087,0.502181449926521
"32","201654 - control",-0.233333333333334,1.00917543310025,71,-3.46660116869825,2.99993450203158,-0.231211864340097,0.999999725543505
"33","201662 - control",-1.8,1.00917543310025,71,-5.03326783536492,1.43326783536492,-1.78363438205217,0.699586753132485
"34","201890 - control",-2.36666666666667,1.00917543310025,71,-5.59993450203158,0.866601168698252,-2.34514890973526,0.336264038751119
"35","201945 - control",-2.1,1.00917543310025,71,-5.33326783536491,1.13326783536492,-2.08090677906087,0.502181449926521
"36","202006 - control",-1.4,1.00917543310025,71,-4.63326783536492,1.83326783536492,-1.38727118604058,0.901728157961136
