"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1","200274 - control",2.65000000000002,7.49401372207622,50,-20.8325471508,26.1325471508,0.353615578817734,0.999932246494274
"2","200307 - control",-1.61666666666666,7.49401372207622,50,-25.0992138174667,21.8658804841333,-0.215727743052326,0.999997224416024
"3","200449 - control",-2.08333333333334,7.49401372207622,50,-25.5658804841334,21.3992138174667,-0.277999668881865,0.999985591825889
"4","200517 - control",-1.48333333333334,7.49401372207621,50,-24.9658804841333,21.9992138174666,-0.197935764243888,0.999998416730178
"5","200529 - control",-3.01666666666666,7.49401372207621,50,-26.4992138174667,20.4658804841333,-0.402543520540938,0.999845357983906
"6","200567 - control",7.45,7.49401372207622,50,-16.0325471508,30.9325471508,0.994126815921546,0.967579764017923
"7","200600 - control",-0.350000000000002,7.49401372207622,50,-23.8325471508,23.1325471508,-0.0467039443721534,0.999999999879822
"8","200607 - control",-1.05,7.49401372207622,50,-24.5325471508,22.4325471508,-0.140111833116459,0.999999834968987
"9","200669 - control",0.283333333333332,7.49401372207622,50,-23.1992138174667,23.7658804841334,0.0378079549679333,0.999999999970143
"10","200724 - control",8.31666666666667,7.49401372207622,50,-15.1658804841333,31.7992138174667,1.1097746781764,0.94353206128938
"11","200736 - control",1.9,8.49741284156537,50,-24.7267056762994,28.5267056762994,0.223597468479593,0.999996494840916
"12","200885 - control",-2.95,7.49401372207622,50,-26.4325471508,20.5325471508,-0.39364753113672,0.999865798525135
"13","200938 - control",12.9166666666667,7.49401372207622,50,-10.5658804841333,36.3992138174667,1.72359794706756,0.656081587829473
"14","201302 - control",-0.816666666666665,7.49401372207622,50,-24.2992138174667,22.6658804841333,-0.10897587020169,0.999999968298261
"15","201350 - control",1.28333333333331,7.49401372207621,50,-22.1992138174667,24.7658804841333,0.171247796031225,0.999999385563986
"16","201703 - control",-0.283333333333335,7.49401372207622,50,-23.7658804841333,23.1992138174667,-0.0378079549679337,0.999999999970143
"17","201812 - control",-1.85,10.9701128070772,50,-36.2249292162247,32.5249292162247,-0.168640016063143,0.999999444264176
"18","201826 - control",2.04999999999999,7.49401372207622,50,-21.4325471508,25.5325471508,0.273551674179753,0.999987019677146
"19","201838 - control",1.98333333333332,7.49401372207622,50,-21.4992138174667,25.4658804841333,0.264655684775533,0.999989521384942
"20","201847 - control",-9.38333333333333,7.49401372207622,50,-32.8658804841333,14.0992138174667,-1.25211050864391,0.900436391704258
"21","201848 - control",-0.949999999999996,7.49401372207622,50,-24.4325471508,22.5325471508,-0.126767849010129,0.999999914415675
"22","201871 - control",-1.51666666666667,7.49401372207622,50,-24.9992138174667,21.9658804841333,-0.202383758945997,0.99999816962275
"23","201877 - control",-1.28333333333334,7.49401372207622,50,-24.7658804841333,22.1992138174667,-0.171247796031229,0.999999385563986
"24","201881 - control",3.88333333333333,7.49401372207622,50,-19.5992138174667,27.3658804841333,0.518191382795794,0.999247576786962
"25","201972 - control",10.25,7.49401372207622,50,-13.2325471508,33.7325471508,1.36775837089877,0.853873582850444
