isolate,rep,sample,mg
201811,3,IW,57611.9
201811,3,FW,57247.2
200641,1,WS,311.6
200641,1,WR,41.9
200641,1,DS,20.1
200641,1,DR,3.1
200641,1,IW,58248.6
200641,1,FW,57972.4
200641,2,WS,256.8
200641,2,WR,54.7
200641,2,DS,16.4
200641,2,DR,3.2
200641,2,IW,58158.1
200641,2,FW,57807.3
200641,3,WS,232.9
200641,3,WR,29.3
200641,3,DS,16.5
200641,3,DR,2.1
200641,3,IW,58121.3
200641,3,FW,57767.9
201021,1,WS,148.5
201021,1,WR,22.1
201021,1,DS,9.6
201021,1,DR,1.8
201021,1,IW,57658.6
201021,1,FW,57346.3
201021,2,WS,176.8
201021,2,WR,15.5
201021,2,DS,12.0
201021,2,DR,2.5
201021,2,IW,58389.6
201021,2,FW,58060.4
201021,3,WS,315.7
201021,3,WR,27.2
201021,3,DS,21.8
201021,3,DR,2.1
201021,3,IW,57740.1
201021,3,FW,57365.0
200815,1,WS,148.8
200815,1,WR,10.4
200815,1,DS,9.6
200815,1,DR,1.1
200815,1,IW,57629.4
200815,1,FW,57241.8
200815,2,WS,108.1
200815,2,WR,12.1
200815,2,DS,9.2
200815,2,DR,0.8
200815,2,IW,57536.1
200815,2,FW,57195.6
200815,3,WS,75.6
200815,3,WR,4.7
200815,3,DS,6.3
200815,3,DR,0.3
200815,3,IW,57923.1
200815,3,FW,57566.6
201828,1,WS,113.2
201828,1,WR,14.0
201828,1,DS,8.7
201828,1,DR,1.5
201828,1,IW,58157.8
201828,1,FW,57864.1
201828,2,WS,225.3
201828,2,WR,27.7
201828,2,DS,16.6
201828,2,DR,2.0
201828,2,IW,57600.6
201828,2,FW,57206.9
201828,3,WS,239.7
201828,3,WR,17.1
201828,3,DS,16.0
201828,3,DR,1.2
201828,3,IW,58265.8
201828,3,FW,57923.9
200434,1,WS,322.5
200434,1,WR,52.6
200434,1,DS,17.2
200434,1,DR,3.6
200434,1,IW,57913.2
200434,1,FW,57557.7
200434,2,WS,189.9
200434,2,WR,41.2
200434,2,DS,10.6
200434,2,DR,3.0
200434,2,IW,57621.0
200434,2,FW,57287.4
200434,3,WS,474.6
200434,3,WR,64.8
200434,3,DS,25.2
200434,3,DR,4.5
200434,3,IW,58492.3
200434,3,FW,58142.4
200574,1,WS,171.6
200574,1,WR,19.0
200574,1,DS,11.3
200574,1,DR,1.6
200574,1,IW,60372.6
200574,1,FW,60068.7
200574,2,WS,271.7
200574,2,WR,11.1
200574,2,DS,16.3
200574,2,DR,0.7
200574,2,IW,57860.3
200574,2,FW,57514.0
200574,3,WS,342.1
200574,3,WR,21.8
200574,3,DS,20.4
200574,3,DR,1.4
200574,3,IW,57971.5
200574,3,FW,57582.5
201975,1,WS,249.6
201975,1,WR,19.0
201975,1,DS,17.4
201975,1,DR,1.7
201975,1,IW,59242.1
201975,1,FW,58909.9
201975,2,WS,116.3
201975,2,WR,21.5
201975,2,DS,7.5
201975,2,DR,1.6
201975,2,IW,58123.4
201975,2,FW,57807.7
201975,3,WS,287.7
201975,3,WR,24.1
201975,3,DS,18.3
201975,3,DR,1.8
201975,3,IW,58494.0
201975,3,FW,58128.5
201721,1,WS,179.8
201721,1,WR,13.4
201721,1,DS,11.9
201721,1,DR,0.8
201721,1,IW,57065.2
201721,1,FW,56694.6
201721,2,WS,184.7
201721,2,WR,26.5
201721,2,DS,11.9
201721,2,DR,1.9
201721,2,IW,57881.1
201721,2,FW,57529.9
201721,3,WS,276.8
201721,3,WR,23.1
201721,3,DS,18.0
201721,3,DR,1.8
201721,3,IW,58305.1
201721,3,FW,57860.0
200281,1,WS,378.0
200281,1,WR,59.2
200281,1,DS,22.2
200281,1,DR,2.9
200281,1,IW,58974.1
200281,1,FW,58637.1
200281,2,WS,236.6
200281,2,WR,32.0
200281,2,DS,12.4
200281,2,DR,2.4
200281,2,IW,58540.3
200281,2,FW,58240.4
200281,3,WS,NA
200281,3,WR,NA
200281,3,DS,NA
200281,3,DR,NA
200281,3,IW,58612.0
200281,3,FW,58307.3
201903,1,WS,401.6
201903,1,WR,37.4
201903,1,DS,25.3
201903,1,DR,3.3
201903,1,IW,58500.7
201903,1,FW,58021.3
201903,2,WS,295.3
201903,2,WR,34.0
201903,2,DS,18.0
201903,2,DR,3.2
201903,2,IW,57191.9
201903,2,FW,56762.9
201903,3,WS,431.8
201903,3,WR,59.1
201903,3,DS,28.4
201903,3,DR,4.9
201903,3,IW,58443.3
201903,3,FW,58259.5
200909,1,WS,88.8
200909,1,WR,13.8
200909,1,DS,5.8
200909,1,DR,1.1
200909,1,IW,57582.0
200909,1,FW,57289.0
200909,2,WS,164.3
200909,2,WR,18.7
200909,2,DS,11.3
200909,2,DR,1.5
200909,2,IW,57614.0
200909,2,FW,57303.5
200909,3,WS,254.3
200909,3,WR,30.0
200909,3,DS,17.3
200909,3,DR,2.3
200909,3,IW,59038.9
200909,3,FW,58727.9
202005,1,WS,121.5
202005,1,WR,17.0
202005,1,DS,8.4
202005,1,DR,1.3
202005,1,IW,57761.8
202005,1,FW,57397.8
202005,2,WS,222.2
202005,2,WR,21.6
202005,2,DS,16.5
202005,2,DR,1.8
202005,2,IW,58065.6
202005,2,FW,57667.9
202005,3,WS,271.6
202005,3,WR,25.4
202005,3,DS,17.9
202005,3,DR,1.8
202005,3,IW,56873.7
202005,3,FW,56473.7
200818,1,WS,232.7
200818,1,WR,54.0
200818,1,DS,13.3
200818,1,DR,4.0
200818,1,IW,58695.6
200818,1,FW,58278.5
200818,2,WS,149.7
200818,2,WR,18.1
200818,2,DS,9.5
200818,2,DR,2.1
200818,2,IW,57745.8
200818,2,FW,57363.5
200818,3,WS,318.9
200818,3,WR,46.5
200818,3,DS,18.6
200818,3,DR,3.1
200818,3,IW,57496.4
200818,3,FW,57140.9
201071,1,WS,306.2
201071,1,WR,41.2
201071,1,DS,19.7
201071,1,DR,3.1
201071,1,IW,58077.6
201071,1,FW,57718.9
201071,2,WS,318.1
201071,2,WR,47.2
201071,2,DS,20.0
201071,2,DR,3.4
201071,2,IW,57893.4
201071,2,FW,57529.8
201071,3,WS,60.4
201071,3,WR,19.6
201071,3,DS,4.0
201071,3,DR,1.1
201071,3,IW,57742.3
201071,3,FW,57440.8
200912,1,WS,287.8
200912,1,WR,22.3
200912,1,DS,17.6
200912,1,DR,1.8
200912,1,IW,57947.9
200912,1,FW,57626.2
200912,2,WS,460.3
200912,2,WR,56.4
200912,2,DS,29.8
200912,2,DR,3.9
200912,2,IW,58928.6
200912,2,FW,58551.2
200912,3,WS,97.3
200912,3,WR,8.5
200912,3,DS,6.8
200912,3,DR,0.8
200912,3,IW,57393.8
200912,3,FW,57037.8
201839,1,WS,154.0
201839,1,WR,8.1
201839,1,DS,10.3
201839,1,DR,0.5
201839,1,IW,57855.2
201839,1,FW,57568.4
201839,2,WS,249.8
201839,2,WR,38.3
201839,2,DS,15.0
201839,2,DR,2.6
201839,2,IW,57527.3
201839,2,FW,57072.7
201839,3,WS,195.4
201839,3,WR,20.2
201839,3,DS,11.3
201839,3,DR,1.6
201839,3,IW,58710.2
201839,3,FW,58404.3
201008,1,WS,182.7
201008,1,WR,16.7
201008,1,DS,12.8
201008,1,DR,1.9
201008,1,IW,57996.4
201008,1,FW,57671.5
201008,2,WS,140.7
201008,2,WR,55.1
201008,2,DS,9.7
201008,2,DR,4.1
201008,2,IW,57637.5
201008,2,FW,57296.7
201008,3,WS,218.6
201008,3,WR,41.0
201008,3,DS,15.3
201008,3,DR,3.8
201008,3,IW,57913.1
201008,3,FW,57585.2
200557,1,WS,231.6
200557,1,WR,45.9
200557,1,DS,17.6
200557,1,DR,3.7
200557,1,IW,58075.1
200557,1,FW,57654.9
200557,2,WS,232.8
200557,2,WR,26.6
200557,2,DS,16.3
200557,2,DR,2.1
200557,2,IW,57886.6
200557,2,FW,57478.8
200557,3,WS,104.2
200557,3,WR,12.4
200557,3,DS,8.0
200557,3,DR,1.4
200557,3,IW,58448.7
200557,3,FW,58145.7
201937,1,WS,92.0
201937,1,WR,19.7
201937,1,DS,6.9
201937,1,DR,1.1
201937,1,IW,57996.9
201937,1,FW,57703.4
201937,2,WS,79.8
201937,2,WR,15.3
201937,2,DS,6.4
201937,2,DR,1.8
201937,2,IW,56931.3
201937,2,FW,56609.1
201937,3,WS,113.3
201937,3,WR,9.4
201937,3,DS,8.8
201937,3,DR,0.8
201937,3,IW,57758.1
201937,3,FW,57413.8
200855,1,WS,149.3
200855,1,WR,14.4
200855,1,DS,11.3
200855,1,DR,1.1
200855,1,IW,58218.5
200855,1,FW,57904.7
200855,2,WS,265.5
200855,2,WR,54.4
200855,2,DS,14.2
200855,2,DR,3.7
200855,2,IW,58479.6
200855,2,FW,58142.5
200855,3,WS,242.0
200855,3,WR,45.2
200855,3,DS,16.4
200855,3,DR,3.4
200855,3,IW,58505.7
200855,3,FW,57164.2
201726,1,WS,181.4
201726,1,WR,37.8
201726,1,DS,11.3
201726,1,DR,3.0
201726,1,IW,58034.2
201726,1,FW,57682.6
201726,2,WS,48.9
201726,2,WR,20.9
201726,2,DS,4.4
201726,2,DR,1.5
201726,2,IW,57537.5
201726,2,FW,57231.5
201726,3,WS,202.4
201726,3,WR,38.0
201726,3,DS,7.9
201726,3,DR,1.2
201726,3,IW,58006.9
201726,3,FW,57651.7
201614,1,WS,118.4
201614,1,WR,12.9
201614,1,DS,9.1
201614,1,DR,1.0
201614,1,IW,57770.5
201614,1,FW,57466.6
201614,2,WS,94.2
201614,2,WR,23.6
201614,2,DS,6.5
201614,2,DR,1.8
201614,2,IW,58109.7
201614,2,FW,57789.9
201614,3,WS,272.2
201614,3,WR,30.8
201614,3,DS,15.4
201614,3,DR,2.0
201614,3,IW,57942.7
201614,3,FW,57637.4
201081,1,WS,266.3
201081,1,WR,37.9
201081,1,DS,15.9
201081,1,DR,2.9
201081,1,IW,57674.5
201081,1,FW,57321.1
201081,2,WS,296.6
201081,2,WR,31.8
201081,2,DS,19.3
201081,2,DR,2.5
201081,2,IW,57992.6
201081,2,FW,57573.2
201081,3,WS,115.3
201081,3,WR,17.3
201081,3,DS,7.8
201081,3,DR,1.8
201081,3,IW,57807.2
201081,3,FW,57468.3
200521,1,WS,90.3
200521,1,WR,11.0
200521,1,DS,6.5
200521,1,DR,0.4
200521,1,IW,57273.7
200521,1,FW,56882.5
200521,2,WS,192.8
200521,2,WR,27.7
200521,2,DS,10.1
200521,2,DR,2.0
200521,2,IW,57607.1
200521,2,FW,57276.1
200521,3,WS,195.7
200521,3,WR,33.1
200521,3,DS,12.6
200521,3,DR,2.9
200521,3,IW,57544.5
200521,3,FW,57162.5
200520,1,WS,358.1
200520,1,WR,45.8
200520,1,DS,24.0
200520,1,DR,2.8
200520,1,IW,58467.0
200520,1,FW,58050.8
200520,2,WS,273.0
200520,2,WR,38.0
200520,2,DS,18.4
200520,2,DR,2.8
200520,2,IW,57894.7
200520,2,FW,57264.8
200520,3,WS,264.4
200520,3,WR,48.8
200520,3,DS,17.9
200520,3,DR,4.1
200520,3,IW,57853.9
200520,3,FW,57464.3
201441,1,WS,363.1
201441,1,WR,68.1
201441,1,DS,19.5
201441,1,DR,4.8
201441,1,IW,58101.7
201441,1,FW,57747.3
201441,2,WS,309.1
201441,2,WR,29.5
201441,2,DS,17.7
201441,2,DR,2.1
201441,2,IW,58188.6
201441,2,FW,57851.5
201441,3,WS,245.0
201441,3,WR,45.0
201441,3,DS,15.9
201441,3,DR,3.4
201441,3,IW,58335.6
201441,3,FW,58012.1
200442,1,WS,252.7
200442,1,WR,34.0
200442,1,DS,16.5
200442,1,DR,2.1
200442,1,IW,58124.5
200442,1,FW,57719.6
200442,2,WS,283.9
200442,2,WR,36.6
200442,2,DS,18.9
200442,2,DR,3.2
200442,2,IW,58666.9
200442,2,FW,58291.0
200442,3,WS,164.6
200442,3,WR,37.9
200442,3,DS,11.4
200442,3,DR,2.9
200442,3,IW,58672.1
200442,3,FW,58420.1
200497,1,WS,278.1
200497,1,WR,37.9
200497,1,DS,14.1
200497,1,DR,2.6
200497,1,IW,58198.6
200497,1,FW,57793.0
200497,2,WS,NA
200497,2,WR,NA
200497,2,DS,NA
200497,2,DR,NA
200497,2,IW,57275.6
200497,2,FW,56970.0
200497,3,WS,196.2
200497,3,WR,57.1
200497,3,DS,12.2
200497,3,DR,3.8
200497,3,IW,57336.0
200497,3,FW,56946.6
200945,1,WS,306.1
200945,1,WR,29.3
200945,1,DS,19.0
200945,1,DR,2.5
200945,1,IW,57885.8
200945,1,FW,57537.9
200945,2,WS,414.0
200945,2,WR,71.9
200945,2,DS,22.4
200945,2,DR,6.3
200945,2,IW,57912.4
200945,2,FW,57497.7
200945,3,WS,99.2
200945,3,WR,8.8
200945,3,DS,7.2
200945,3,DR,0.5
200945,3,IW,57833.2
200945,3,FW,57529.8
201648,1,WS,575.6
201648,1,WR,42.3
201648,1,DS,29.4
201648,1,DR,3.4
201648,1,IW,57935.2
201648,1,FW,57543.3
201648,2,WS,158.2
201648,2,WR,38.8
201648,2,DS,10.1
201648,2,DR,3.0
201648,2,IW,57952.5
201648,2,FW,57606.1
201648,3,WS,223.9
201648,3,WR,27.3
201648,3,DS,14.3
201648,3,DR,2.0
201648,3,IW,57594.8
201648,3,FW,57245.7
200272,1,WS,331.3
200272,1,WR,43.1
200272,1,DS,19.1
200272,1,DR,2.8
200272,1,IW,58084.8
200272,1,FW,57668.1
200272,2,WS,358.2
200272,2,WR,46.8
200272,2,DS,20.3
200272,2,DR,3.0
200272,2,IW,57983.2
200272,2,FW,57575.4
200272,3,WS,325.9
200272,3,WR,24.2
200272,3,DS,16.2
200272,3,DR,2.1
200272,3,IW,57041.6
200272,3,FW,56638.9
control,1,WS,368.4
control,1,WR,118.8
control,1,DS,20.1
control,1,DR,6.3
control,1,IW,58447.7
control,1,FW,58050.8
control,2,WS,1282.0
control,2,WR,201.4
control,2,DS,63.7
control,2,DR,9.4
control,2,IW,58414.7
control,2,FW,58016.3
control,3,WS,315.1
control,3,WR,71.5
control,3,DS,16.4
control,3,DR,4.3
control,3,IW,57885.5
control,3,FW,57536.2
vial_mass,1,IW,59020.2
vial_mass,1,FW,57035.9
vial_mass,2,IW,55357.6
vial_mass,2,FW,55075.4
vial_mass,3,IW,57319.9
vial_mass,3,FW,58800.8
