isolate,rep,sample,mg
201444,2,WR,53.0
201444,2,DS,14.8
201444,2,DR,4.5
201444,2,IW,57537.2
201444,2,FW,57108.4
201444,3,WS,310.8
201444,3,WR,32.0
201444,3,DS,18.9
201444,3,DR,2.1
201444,3,IW,58316.2
201444,3,FW,57860.8
200989,1,WS,310.4
200989,1,WR,16.3
200989,1,DS,18.2
200989,1,DR,1.0
200989,1,IW,58073.7
200989,1,FW,57617.0
200989,2,WS,213.3
200989,2,WR,22.7
200989,2,DS,14.6
200989,2,DR,1.7
200989,2,IW,57695.8
200989,2,FW,57282.2
200989,3,WS,91.3
200989,3,WR,17.4
200989,3,DS,6.3
200989,3,DR,1.8
200989,3,IW,57048.4
200989,3,FW,56650.8
201010,1,WS,293.8
201010,1,WR,18.1
201010,1,DS,17.5
201010,1,DR,1.5
201010,1,IW,57907.3
201010,1,FW,57476.7
201010,2,WS,421.6
201010,2,WR,45.0
201010,2,DS,21.8
201010,2,DR,3.1
201010,2,IW,58411.1
201010,2,FW,57931.4
201010,3,WS,165.4
201010,3,WR,31.0
201010,3,DS,9.5
201010,3,DR,2.6
201010,3,IW,58133.9
201010,3,FW,57738.4
201020,1,WS,191.5
201020,1,WR,20.0
201020,1,DS,15.5
201020,1,DR,1.5
201020,1,IW,58266.9
201020,1,FW,57861.8
201020,2,WS,
201020,2,WR,
201020,2,DS,
201020,2,DR,
201020,2,IW,58503.2
201020,2,FW,58086.8
201020,3,WS,
201020,3,WR,
201020,3,DS,
201020,3,DR,
201020,3,IW,58271.6
201020,3,FW,57809.2
200887,1,WS,76.9
200887,1,WR,11.6
200887,1,DS,5.7
200887,1,DR,1.0
200887,1,IW,58334.7
200887,1,FW,58001.8
200887,2,WS,215.8
200887,2,WR,43.2
200887,2,DS,14.0
200887,2,DR,3.5
200887,2,IW,57652.6
200887,2,FW,57208.9
200887,3,WS,245.5
200887,3,WR,17.9
200887,3,DS,14.9
200887,3,DR,1.5
200887,3,IW,57927.3
200887,3,FW,57583.7
200649,1,WS,293.5
200649,1,WR,32.8
200649,1,DS,18.2
200649,1,DR,2.8
200649,1,IW,57673.6
200649,1,FW,57264.9
200649,2,WS,361.3
200649,2,WR,81.6
200649,2,DS,22.3
200649,2,DR,4.8
200649,2,IW,57812.6
200649,2,FW,57390.1
200649,3,WS,  
200649,3,WR,31.3
200649,3,DS,8.0
200649,3,DR,2.6
200649,3,IW,57350.4
200649,3,FW,57007.2
201445,1,WS,126.7
201445,1,WR,14.3
201445,1,DS,4.7
201445,1,DR,1.3
201445,1,IW,58502.5
201445,1,FW,58173.3
201445,2,WS,239.5
201445,2,WR,57.9
201445,2,DS,13.5
201445,2,DR,5.3
201445,2,IW,57795.0
201445,2,FW,57344.7
201445,3,WS,389.9
201445,3,WR,33.9
201445,3,DS,20.7
201445,3,DR,2.8
201445,3,IW,57781.0
201445,3,FW,57292.3
200544,1,WS,101.9
200544,1,WR,27.5
200544,1,DS,6.8
200544,1,DR,2.2
200544,1,IW,58372.7
200544,1,FW,58084.3
200544,2,WS,371.0
200544,2,WR,47.0
200544,2,DS,27.7
200544,2,DR,3.0
200544,2,IW,58134.2
200544,2,FW,57714.8
200544,3,WS,144.4
200544,3,WR,21.4
200544,3,DS,11.2
200544,3,DR,1.7
200544,3,IW,57564.2
200544,3,FW,57173.3
201059,1,WS,98.8
201059,1,WR,19.5
201059,1,DS,7.2
201059,1,DR,1.5
201059,1,IW,57625.3
201059,1,FW,57234.3
201059,2,WS,361.1
201059,2,WR,43.0
201059,2,DS,22.5
201059,2,DR,3.4
201059,2,IW,58216.4
201059,2,FW,57811.5
201059,3,WS,117.3
201059,3,WR,13.1
201059,3,DS,7.5
201059,3,DR,1.6
201059,3,IW,57840.7
201059,3,FW,57550.6
200879,1,WS,207.8
200879,1,WR,15.2
200879,1,DS,14.6
200879,1,DR,1.1
200879,1,IW,57824.0
200879,1,FW,57396.3
200879,2,WS,438.5
200879,2,WR,46.9
200879,2,DS,23.3
200879,2,DR,3.4
200879,2,IW,58088.4
200879,2,FW,57704.4
200879,3,WS,221.0
200879,3,WR,44.7
200879,3,DS,15.0
200879,3,DR,4.0
200879,3,IW,57995.3
200879,3,FW,57616.4
control,1,WS,667.5
control,1,WR,107.1
control,1,DS,32.5
control,1,DR,6.1
control,1,IW,58163.5
control,1,FW,57754.3
control,2,WS,172.4
control,2,WR,41.0
control,2,DS,8.8
control,2,DR,2.4
control,2,IW,57498.8
control,2,FW,57133.8
control,3,WS,322.5
control,3,WR,47.0
control,3,DS,14.9
control,3,DR,2.5
control,3,IW,57959.1
control,3,FW,57638.7
vial_mass,1,IW,59020.2
vial_mass,1,FW,57035.9
vial_mass,2,IW,55357.6
vial_mass,2,FW,55075.4
vial_mass,3,IW,57319.9
vial_mass,3,FW,58800.8
