isolate,rep,sample,mg
201812,2,DS,20.5
201812,2,DR,5.4
201812,2,IW,48865.8
201812,2,FW,48406.7
201812,3,WS,NA
201812,3,WR,NA
201812,3,DS,NA
201812,3,DR,NA
201812,3,IW,48038.1
201812,3,FW,47639.7
201954,1,WS,NA
201954,1,WR,NA
201954,1,DS,NA
201954,1,DR,NA
201954,1,IW,48510.1
201954,1,FW,48175.3
201954,2,WS,NA
201954,2,WR,NA
201954,2,DS,NA
201954,2,DR,NA
201954,2,IW,48673.2
201954,2,FW,48238.3
201954,3,WS,NA
201954,3,WR,NA
201954,3,DS,NA
201954,3,DR,NA
201954,3,IW,48853.3
201954,3,FW,48518.7
201302,1,WS,181
201302,1,WR,8.3
201302,1,DS,13.2
201302,1,DR,0.5
201302,1,IW,48157.4
201302,1,FW,47840.3
201302,2,WS,172.5
201302,2,WR,17.5
201302,2,DS,13.2
201302,2,DR,0.9
201302,2,IW,47129.2
201302,2,FW,46809.4
201302,3,WS,588.5
201302,3,WR,87.6
201302,3,DS,38.2
201302,3,DR,8.2
201302,3,IW,49154.2
201302,3,FW,48841.6
201881,1,WS,520.1
201881,1,WR,84.8
201881,1,DS,43.2
201881,1,DR,7.2
201881,1,IW,47512.1
201881,1,FW,46997
201881,2,WS,484.4
201881,2,WR,80.2
201881,2,DS,7.3
201881,2,DR,6.7
201881,2,IW,48466.8
201881,2,FW,48049.1
201881,3,WS,354.4
201881,3,WR,59.2
201881,3,DS,28.2
201881,3,DR,4.9
201881,3,IW,48426.1
201881,3,FW,48064.4
200938,1,WS,234.1
200938,1,WR,74.2
200938,1,DS,29.2
200938,1,DR,6.6
200938,1,IW,47708.2
200938,1,FW,47349.1
200938,2,WS,308
200938,2,WR,16.9
200938,2,DS,29.4
200938,2,DR,1.7
200938,2,IW,48238.3
200938,2,FW,47926.2
200938,3,WS,419.7
200938,3,WR,16.3
200938,3,DS,47.2
200938,3,DR,21.9
200938,3,IW,48332.5
200938,3,FW,47943.3
200885,1,WS,179
200885,1,WR,12.2
200885,1,DS,15.1
200885,1,DR,1.1
200885,1,IW,48254.4
200885,1,FW,47968.8
200885,2,WS,301.2
200885,2,WR,265.8
200885,2,DS,29.8
200885,2,DR,18.3
200885,2,IW,49283.4
200885,2,FW,48840.9
200885,3,WS,185.4
200885,3,WR,56.7
200885,3,DS,13.3
200885,3,DR,4.4
200885,3,IW,48097.2
200885,3,FW,47826.5
201877,1,WS,319.9
201877,1,WR,40.1
201877,1,DS,27.4
201877,1,DR,3.6
201877,1,IW,48869.9
201877,1,FW,48555.8
201877,2,WS,241.4
201877,2,WR,47.4
201877,2,DS,18.8
201877,2,DR,3.2
201877,2,IW,48207.6
201877,2,FW,47840.5
201877,3,WS,214.8
201877,3,WR,24.1
201877,3,DS,17
201877,3,DR,1.7
201877,3,IW,48546.2
201877,3,FW,48145.1
200724,1,WS,338.3
200724,1,WR,26.4
200724,1,DS,27.8
200724,1,DR,1.2
200724,1,IW,48896.9
200724,1,FW,48568.8
200724,2,WS,465.6
200724,2,WR,55.3
200724,2,DS,31.6
200724,2,DR,5.1
200724,2,IW,49480.9
200724,2,FW,49067.3
200724,3,WS,469
200724,3,WR,80.8
200724,3,DS,32.6
200724,3,DR,6.2
200724,3,IW,47301.3
200724,3,FW,46850.8
201848,1,WS,491.9
201848,1,WR,99.1
201848,1,DS,28.9
201848,1,DR,8
201848,1,IW,48233.6
201848,1,FW,47879.2
201848,2,WS,270.7
201848,2,WR,58.7
201848,2,DS,18
201848,2,DR,4.9
201848,2,IW,47722.8
201848,2,FW,47259.8
201848,3,WS,264.7
201848,3,WR,37.2
201848,3,DS,17.3
201848,3,DR,2.8
201848,3,IW,47250.9
201848,3,FW,46879.5
200600,1,WS,267
200600,1,WR,45
200600,1,DS,23.1
200600,1,DR,4.4
200600,1,IW,48263.6
200600,1,FW,47866.8
200600,2,WS,195.5
200600,2,WR,58.8
200600,2,DS,20.3
200600,2,DR,5.3
200600,2,IW,47975
200600,2,FW,47628.3
200600,3,WS,228.1
200600,3,WR,73.7
200600,3,DS,22.6
200600,3,DR,6.1
200600,3,IW,48199.7
200600,3,FW,47854.7
201826,1,WS,644.5
201826,1,WR,94.6
201826,1,DS,37.7
201826,1,DR,6.9
201826,1,IW,49046.4
201826,1,FW,48706.2
201826,2,WS,131.6
201826,2,WR,28.9
201826,2,DS,12
201826,2,DR,1.9
201826,2,IW,47751.5
201826,2,FW,47385
201826,3,WS,267.3
201826,3,WR,66.2
201826,3,DS,23.5
201826,3,DR,5.8
201826,3,IW,48686.7
201826,3,FW,47368.5
200307,1,WS,364.1
200307,1,WR,86
200307,1,DS,19.4
200307,1,DR,5.6
200307,1,IW,47671.1
200307,1,FW,47380.5
200307,2,WS,186.5
200307,2,WR,50.7
200307,2,DS,17
200307,2,DR,4.5
200307,2,IW,47445.4
200307,2,FW,47127.3
200307,3,WS,295.2
200307,3,WR,105.5
200307,3,DS,25.8
200307,3,DR,8.3
200307,3,IW,48216.9
200307,3,FW,47835.9
201703,1,WS,133.2
201703,1,WR,62.6
201703,1,DS,12
201703,1,DR,6.5
201703,1,IW,47732.9
201703,1,FW,47428.5
201703,2,WS,480.4
201703,2,WR,84.1
201703,2,DS,31.2
201703,2,DR,7.8
201703,2,IW,48356.5
201703,2,FW,47969.5
201703,3,WS,232.8
201703,3,WR,84.8
201703,3,DS,23
201703,3,DR,8
201703,3,IW,48572.8
201703,3,FW,48230.4
201972,1,WS,481.6
201972,1,WR,101.8
201972,1,DS,36.3
201972,1,DR,7.4
201972,1,IW,48592.6
201972,1,FW,48215.1
201972,2,WS,406.7
201972,2,WR,69.5
201972,2,DS,28.3
201972,2,DR,5.9
201972,2,IW,48567.8
201972,2,FW,48218.1
201972,3,WS,303.2
201972,3,WR,97.3
201972,3,DS,33.2
201972,3,DR,7.8
201972,3,IW,47780.2
201972,3,FW,47417.8
control,1,WS,335.6
control,1,WR,47
control,1,DS,21.6
control,1,DR,2.3
control,1,IW,48715.2
control,1,FW,48366.4
control,2,WS,262.9
control,2,WR,34.6
control,2,DS,18.1
control,2,DR,7.1
control,2,IW,47936.7
control,2,FW,47584.8
control,3,WS,423.2
control,3,WR,123.5
control,3,DS,23.3
control,3,DR,2.8
control,3,IW,48328.9
control,3,FW,47901.7
control,4,WS,429.6
control,4,WR,75.7
control,4,DS,26.4
control,4,DR,5.1
control,4,IW,48872.8
control,4,FW,48526.6
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
